rel_path,size_bytes,size_h,category,possible_use
99_ARCHIVE_LEGACY/Organized/HaderOS_Organized_20251206_221507/90_WEB_SHOPIFY/websockets.cpython-311.pyc,13116,12.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052210_decorate.js,13101,12.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/web/flowith/HADER_2030/WhatsApp Chat - الخروج ! والتقرير/00001439-شيت خروج يوم 11جي تي.xlsx,13050,12.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/web/flowith/HADER_2030/manus/hader-knowledge/glossary/glossary.md,13049,12.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/missing-plugin-helper.js,13031,12.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/web/flowith/manus/HaderOS_Organized/03_Development_Iterations/HaderOS_Overview.md,12995,12.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/ScopeBase.js,12975,12.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Shopify_Config/1765052144_glossary.json,12967,12.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Organized/HaderOS_Organized_20251206_221507/04_HADEROS_ENGINEERING/encoders.cpython-311.pyc,12925,12.6KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/introspection.js,12906,12.6KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/04_HADEROS_ENGINEERING/sourcemap-codec.mjs,12869,12.6KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/partial.js.map,12845,12.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/files cloud test/files/20_DAY_FAST_TRACK.md,12844,12.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/createParseSettings.js,12823,12.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052212_array-callback-return.js,12815,12.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/04_HADEROS_ENGINEERING/1765052127_punycode.es6.js,12780,12.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/00_CORE_MASTER/haderos-deepseek-integration-v1/حلل الاول ثم نبدأ العمل/📦 تحليل شامل لحزمة MVP - HaderOS × DeepSeek Integration v1.md,12754,12.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/04_HADEROS_ENGINEERING/1765052127_punycode.js,12711,12.4KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/01_GOVERNANCE_CONSTITUTION/final_governance_html.md,12706,12.4KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/00_CORE_MASTER/haderos-deepseek-integration-v1.zip,12705,12.4KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052213_no-implicit-coercion.js,12600,12.3KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/manus 2026/haderos-ethical-engine-poc/Uploaded Files Overview/pasted_content_6.txt,12590,12.3KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/manus 2026/haderos-ethical-engine-poc/Uploaded Files Overview/pasted_content.txt,12586,12.3KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052209_identifier.js,12543,12.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052211_html.js,12525,12.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/00_CORE_MASTER/Master_Docs/haderos_project_analysis.md.md,12521,12.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052210_applyDecs2301.js,12508,12.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/06_KAIA_LEADERSHIP/AIAgent.tsx,12503,12.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/_archive/do.2/HaderOS_Final_Package_v3/HaderOS_Investor_Package_CN 2/manual_sending/Undelivered Mail Returned to Sender-2.eml,12459,12.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/react-jsx-runtime.development.js,12452,12.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/react_jsx-runtime.js,12407,12.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/he.js,12401,12.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052219_required.js,12395,12.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/consistent-type-assertions.js,12372,12.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052206_react-refresh-runtime.development.js,12357,12.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/require-await.js,12350,12.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
01_core-platform/01_docs/_archive/البيان/NOWSHOES-X+2-Ads-1-Aug-2025-31-Aug-2025.xlsx,12350,12.1KB,docs,توثيق/مستندات—مرجعية تشغيل وفِهم.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052209_parentheses.js,12341,12.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052189_no-unsafe-argument.js,12333,12.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052206_scheduler.native.development.js,12327,12.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/00_CORE_MASTER/📋 نماذج وأدوات عملية جاهزة للاستخدام.md,12321,12.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/fork-context.js,12317,12.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/00001369-STICKER-2025-11-09-16-21-07.webp,12306,12.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/99_ARCHIVE_LEGACY/1765052228_HADER_Bilingual_Master_v1_7_1.txt,12262,12.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052167_lib.js,12243,12.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/01_GOVERNANCE_CONSTITUTION/robust_raci_inject_final.py,12238,12.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052189_consistent-indexed-object-style.js,12205,11.9KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/web/flowith/HADER_2030/WhatsApp Chat - الخروج ! والتقرير/00000913-شيت خروج اشحنلي يوم 26-10-2025.xlsx,12145,11.9KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052206_scheduler.development.js,12144,11.9KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/espree.js,12137,11.9KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052189_prefer-find.js,12123,11.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/01_GOVERNANCE_CONSTITUTION/1765052110_haderos_raci_application_plan.md,12123,11.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/01_GOVERNANCE_CONSTITUTION/updated_hub_pages_with_raci.md.md,12099,11.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/formats.js,12081,11.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/files cloud test/test_rule_engine.py,12065,11.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/react-jsx-dev-runtime.development.js,12056,11.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/constructor-super.js,12051,11.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052220_react_jsx-dev-runtime.js,12045,11.8KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/_archive/do.2/03_Source_Code/hader_website/client/src/pages/InnovativeProducts.tsx,12030,11.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/scheduler-unstable_mock.production.js,11990,11.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/no-useless-return.js,11954,11.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/web/flowith/HADER_2030/manus/hader-knowledge/hader-knowledge 3/data/01_constitution/01_mithaq_taseesi_mashrou3_hader_2030.txt,11951,11.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
01_core-platform/02_code/web/FINAL WEB/📊 تحليل قالب المنتجات - NowShoes Products.md,11947,11.7KB,docs,توثيق/مستندات—مرجعية تشغيل وفِهم.
99_ARCHIVE_LEGACY/Backups/manus 2026/haderos-ethical-engine-poc/Uploaded Files Overview/Evaluation.tsx,11944,11.7KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/03_KNOWLEDGE_ARCHITECTURE/knowledge_graph.json,11905,11.6KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052189_no-type-alias.js,11888,11.6KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052213_no-use-before-define.js,11866,11.6KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
00/مراجعة الملفات والمحادثات للتأكد من فهم المشروع-2/developer_portal.py,11851,11.6KB,code,كود مصدر/مكونات هندسية—الأساس للتطوير.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052206_logger.js,11818,11.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/HaderOS_Project 2/01_Strategic_Documents/Vision_2030_2050_2070.txt,11814,11.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052189_no-unnecessary-boolean-literal-compare.js,11794,11.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/ast-spec.js,11762,11.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052212_curly.js,11758,11.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/HermesToESTreeAdapter.js.flow,11756,11.5KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
01_core-platform/02_code/web/HADER_12wk_Execution_Kit.xlsx,11730,11.5KB,docs,توثيق/مستندات—مرجعية تشغيل وفِهم.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/useProgramFromProjectService.js,11709,11.4KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/_archive/do.2/03_Source_Code/hader_website/client/src/pages/Checkout.tsx,11678,11.4KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/prefer-arrow-callback.js,11667,11.4KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052212_comma-dangle.js,11652,11.4KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052149_index.js,11610,11.3KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/HADER_Market_Feasibility_Pack_v1/filesx/COMPARISON_REPORT.md,11608,11.3KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/trace-mapping.umd.js.map,11570,11.3KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/03_KNOWLEDGE_ARCHITECTURE/1765052117_knowledge_graph.json,11558,11.3KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/1765052168_parse.js.map,11527,11.3KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052185_HermesToESTreeAdapter.js,11504,11.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/04_HADEROS_ENGINEERING/code_content_2025-11-29T01-09-18.md,11504,11.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052212_no-var.js,11461,11.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/06_KAIA_LEADERSHIP/kaia_scheduler.py,11457,11.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Organized/HaderOS_Organized_20251206_221507/04_HADEROS_ENGINEERING/api_key.cpython-311.pyc,11446,11.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/web/flowith/manus/HaderOS_Organized/03_Development_Iterations/📊 تقرير المقارنة_ الحزمة القديمة vs Master Dossier الجديد.md,11432,11.2KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/04_HADEROS_ENGINEERING/encoders.py,11417,11.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/04_HADEROS_ENGINEERING/_api.py,11413,11.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/00_CORE_MASTER/Source_Code/ingest_repo.py,11404,11.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052189_no-use-before-define.js,11377,11.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
00/مراجعة الملفات والمحادثات للتأكد من فهم المشروع-2/security.py,11354,11.1KB,code,كود مصدر/مكونات هندسية—الأساس للتطوير.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/traverse-node.js.map,11321,11.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/Frontend_Code/1765052185_flat-compat.js,11316,11.1KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Releases/HaderOS_FINAL_PACKAGE_20251206_230352/90_WEB_SHOPIFY/build-external-helpers.js.map,11300,11.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/web/FINAL WEB /hader_website/client/src/pages/Checkout.tsx,11294,11.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
99_ARCHIVE_LEGACY/Backups/haderos back/web/flowith/manus/HaderOS_Organized/03_Development_Iterations/📦 HaderOS Complete Hybrid Package.md,11287,11.0KB,archive,نسخ احتياطية/إصدارات/حزم. تُنقل لتخزين بارد أو تُحذف بعد تأكيد المصدر.
